number,name,university
20112051,אוטומטים ושפות פורמליות,BGU
20112061,עקרונות הקומפילציה,BGU
20112071,תכנות מערכות 2,BGU
20112081,תכנון אלגוריתמים,BGU
20112091,גרפיקה של המחשב,BGU
20112101,מערכות הפעלה,BGU
20112111,בסיסי נתונים,BGU
20112121,תורת האלגוריתמים,BGU
20112141,עקרונות מתמטיים בסימולציה,BGU
20112151,ארגון קבצים,BGU
20112161,נוהלי מחשב,BGU
20112162,נוהלי מחשב,BGU
20112163,נוהלי מחשב,BGU
20112171,מבוא ללמידה ממוכנת,BGU
20112181,אינטליגנציה מלאכותית,BGU
20112191,נוהלי מחשב ב,BGU
20112201,מתמטיקה בדידה,BGU
20112262,C++ מבוא לתכנות,BGU
20112272,עקרונות וניהול שרותי אינטרנ,BGU
20112311,מבוא למדעי המחשב,BGU
20112331,אלגברה שימושית למדעי המחשב,BGU
20112361,"חדו\""א 1 לתלמידי מדעי המחשב והנדסת תוכנה",BGU
20112371,"חדו\""א 2 לתלמידי מדעי המחשב והנדסת תוכנה",BGU
20112381,הסתברות להנדסת תוכנה,BGU
20112391,הסתברות לתלמידי מדעי המחשב,BGU
20112611,מבוא לכימיה פיזיקלית 2,BGU
20112811,שפת תכנות פ ל 1 או קובול,BGU
20112821,פורטרן לימוד עצמי,BGU
20112851,מודולה,BGU
20112852,מודולה 2,BGU
20112891,עקרונות שפות תכנות,BGU
20112951,פרקים במדעי המחשב א,BGU
20113021,איפיון מידול ואימות מערכות תכנה,BGU
20113022,"אקסס ע\""ג בייסיק ויזאלי",BGU
20113051,פאונים קמורים,BGU
20113071,אופטימיזציה קומבינטורית,BGU
20114501,תורת הקודים,BGU
20115011,גופים קמורים,BGU
20115021,תכנון לינארי,BGU
20115031,תכנון לא לינארי,BGU
20115071,מתמטיקה שימושית,BGU
20115081,זרימה ורשתות,BGU
20115091,טופולוגיה אלגברית,BGU
20115121,תכנון וניתוח אלגוריתם,BGU
20115131,אי שלמות ואי כריעות בשפות פורמליות,BGU
20116031,תורת המספרים,BGU
20116041,גיאומטריה,BGU
20116051,תורת הקבוצות האכסיומטית 1,BGU
20116061,לוגיקה,BGU
20116071,קומבינטוריקה,BGU
20116081,תורת הגרפים,BGU
20116091,תולדות המתמטיקה,BGU
20116101,אלגוריתמים קומבינטוריים,BGU
20116131,דחיסת נתונים,BGU
20116151,מבנה המרחב,BGU
20116201,מתמטיקה דיסקרטית,BGU
20116261,קומבינטוריקה הסתברותית,BGU
20116951,מבנה המרחב,BGU
20117011,אלגברה 1,BGU
20117021,אלגברה 2,BGU
20117031,3 אלגברה,BGU
20117041,אלגברה 4,BGU
20117071,מבנים אלגבריים 2,BGU
20118001,הסתברות,BGU
20118011,סטטיסטיקה מתמטית 1,BGU
20118031,תהליכים סטוכסטיים,BGU
20118041,סטטיסטיקה לביו-אינפורמטיקה,BGU
20118051,נתוח שונות ותכנון ניסויים,BGU
20118091,שיטות אי פרמטריות,BGU
20118111,רגרסיה,BGU
20118191,אמינות סטטיסטית,BGU
20118241,מעבדת תוכנות סטטיסטיות,BGU
20118261,שיטות סטטיסטיות 1,BGU
20119001,מבוא למתמטיקה ב,BGU
20119011,מבוא לתכנות מבני,BGU
20119021,c מבוא למערכות הפעלה ושפת,BGU
20119031,מבוא למשוואות דיפרנציאליות א,BGU
20119041,אלגברה ליניארית להנדסת בניין,BGU
20119061,תכנות 1,BGU
20119071,C מבוא לתכנות בשפת,BGU
20119081,אס.פי.אס.אס,BGU
20119091,מבוא להסתברות,BGU
20119101,מבוא להסתברות ב,BGU
20119111,תאוריה סטטיסטית 1,BGU
20119141,"חדו\""א ג 1",BGU
20119151,"2חדו\""א ג",BGU
20119161,"חדו\""א ד 1",BGU
20119171,מבוא למשואות דיפרנציאליות ב.,BGU
20119181,אלגברה לינארית,BGU
20119191,יסודות מבני נתונים,BGU
20119201,עיבוד נתונים בכלכלה,BGU
20119211,c מבוא למערכות הפעלה ושפת,BGU
20119221,"חדו\""א ד",BGU
20119241,אלגברה לפיסיקאים,BGU
20119251,שיטות מתמטיות לפיסיקה 2,BGU
20119271,מבוא למשואות דיפרנציאליות ג,BGU
20119281,מבוא לאלגברה לינארית ג,BGU
20119321,מבוא לאלגברה לינארית הנדסת מכונות,BGU
20119331,90 מבוא למיחשוב ופורטן,BGU
20119341,משוואות דיפרנציאליות רגילות לתלמידי כימיה,BGU
20119391,מבוא להסתברות-כלכלה,BGU
20119401,"חדו\""א ה",BGU
20119411,מבוא לסטטיסטיקה ב,BGU
20119421,מבוא לסטטיסטיקה א,BGU
20119431,מתמטיקה של מערכות 1,BGU
20119441,מתמטיקה של מערכות 2,BGU
20119451,מבוא למתמטיקה לרפואה,BGU
20119461,משוואות דיפרנציאליות,BGU
20119471,משוואות דיפרנציאליות חלקיות,BGU
20119481,שיטות באנליזה,BGU
20119491,"חדו\""א ה לרפואה",BGU
20119501,מבוא למתמטיקה לגאוגרפיה,BGU
20119511,"חדו\""א ב 1",BGU
20119521,"2חדו\""א ב",BGU
20119531,אלגברה לינארית להנדסה,BGU
20119541,"חדו\""א של טורים והתמרות אינטגרליות לתלמידי פיסיקה",BGU
20119551,אלגברה לינארית לביוטכנולוגיה,BGU
20119561,"חדו\""א 1 לביוטכנולוגיה",BGU
20119571,"חדו\""א 2 לביוטכנולוגיה",BGU
20119581,משוואות דיפרנציאליות רגילות לביוטכנולוגיה,BGU
20119591,משוואות דיפרנציאליות חלקיות להנדסת ביוטכנולוגיה,BGU
20119611,"3חדו\""א ג",BGU
20119621,"4חדו\""א ג",BGU
20119631,"חדו\""א של פונקציות מרובות משתנים לתלמידי פיסיקה",BGU
20119641,אלגברה לינארית להנדסת חשמל,BGU
20119651,יסודות לוגיקה ותורת הקבוצות,BGU
20119661,מבוא למתמטיקה דיסקרטית,BGU
20119711,"חדו\""א 1",BGU
20119721,"חדו\""א 2",BGU
20119751,"חדו\""א למערכות מידע 1",BGU
20119761,"חדו\""א למערכות מידע 2",BGU
20119811,"חדו\""א להנדסת חשמל 1",BGU
20119821,"חדו\""א להנדסת חשמל 2",BGU
20119831,תורת ההסתברות להנדסת חשמל,BGU
20119841,משוואות דיפרנציאליות רגילות להנדסת חשמל,BGU
20119851,אלגברה לינארית להנדסת חשמל,BGU
20119861,מבוא ללוגיקה ומתמטיקה בדידה להנדסת מחשבים,BGU
20124171,נושאים בתורת האופרטורים,BGU
20124281,תורת הקבוצות האכסיומתית 1,BGU
20124351,גיאומטריה חישובית,BGU
20124361,גיאומטריה חישובית,BGU
20124371,יישומי גאומטריה חישובית,BGU
20124411,שיטות תיכנות מתקדמות,BGU
20124531,נושאים מתקדמים במערכות הפעל,BGU
20124731,בסיסי נתונים,BGU
20124741,תקשורת מחשבים,BGU
20124781,מבוא לתיכנון לוגי,BGU
20124871,סיבוכיות החישוב,BGU
20210021,תגבור במדעי המחשב 2,BGU
20211011,מבוא למדעי המחשב,BGU
20211031,מבני נתונים,BGU
20211041,מבוא לתכנות למערכות מידע,BGU
20211051,יסודות מבנה נתונים למערכות מידע,BGU
20211061,מבנים בדידים וקומבינטוריקה,BGU
20212001,מעבדת יוניקס,BGU
20212011,אוטומטים ושפות פורמליות,BGU
20212021,ארכיטקטורה ושפות סף,BGU
20212031,תכנות מערכות,BGU
20212041,תכנון אלגוריתמים,BGU
20212051,עקרונות שפות תכנות,BGU
20212061,מערכות הפעלה,BGU
20212071,מעבדה בתכנות מערכות,BGU
20212081,מעבדה בתכנות מערכות לביואיפורמטיקה,BGU
20212091,ארכיטקטורה במחשבים ומעבדה בתכנות מערכות,BGU
20213011,מבוא לאנליזה נומרית,BGU
20213021,עקרונות הקומפילציה,BGU
20213031,מערכות הפעלה,BGU
20213041,ארכיטקטורה במחשבים,BGU
20213051,יסודות הנדסת תוכנה,BGU
20213071,מערכות הפעלה להנדסת מחשבים,BGU
20215051,ניהול בסיסי נתונים,BGU
20215061,מערכות בסיס נתונים,BGU
20215101,עקרונות מתמטיים בסימולציה,BGU
20215111,ניתוח עיצוב מערכות תוכנה מונחות עצמים,BGU
20215121,אפיון מידול ואימות מערכות תוכנה,BGU
20215171,אלגוריתמים אבולוציוניים וחיים מלאכותיים,BGU
20215181,עקרונות תכנות מונחה עצמים,BGU
20215201,הנדסת תוכנה,BGU
20215261,מבוא לראייה חישובית וביולוגית,BGU
20215331,בינה מלאכותית :מבוא לתכנון אוטומטי,BGU
20215351,קריפטוגרפיה,BGU
20215371,אלגוריתמים מבוזרים,BGU
20215751,מערכות איחסון מידע מקביליות ומבוזרות,BGU
20215801,מערכות שכתוב ותחשיב למבדה,BGU
20218101,ביואינפורמטיקה -תאוריה ויישומים,BGU
20218611,"אלגוריתמי אופטימיזציה, התאמה וחיפוש",BGU
20218641,מבוא לביואינפורמטיקה 1,BGU
20218661,מבוא לביואינפורמטיקה 2,BGU
20219011,תכנות 1,BGU
20219021,מבוא למערכות הפעלה,BGU
20219031,מבוא לתכנות ב- Cב,BGU
20219071,מבוא לתכנות,BGU
20219081,תכנות בשפת 3 C,BGU
20219191,יסודות מבנה נתונים,BGU
20219331,מבוא למיחשוב ופורטרן 90,BGU
20221111,סיבוכיות חישוב,BGU
20225061,אלגוריתמים למחרוזת,BGU
20225121,גיאומטריה חישובית,BGU
20225281,עיבוד תמונות ספרתי,BGU
20225341,יישומים של חישוב מדעי,BGU
20225631,מערכות היברידיות,BGU
20225641,מבוא לראייה חישובית וביולוגית,BGU
20225651,אלגוריתמים אבולוציוניים,BGU
20225761,ניהול מידע ברשת,BGU
20225811,אלגוריתמים מבוזרים,BGU
20225871,קריפטוגרפיה,BGU
20310111,מבוא לפיסיקה 1,BGU
20310121,מבוא לפיסיקה 2,BGU
20311101,אסטרונומיה כללית 1,BGU
20311111,פיזיקה כללית א 1,BGU
20311141,עקרונות מתמטיים בפיסיקה 1,BGU
20311151,עקרונות מתמטיים בפיסיקה 2,BGU
20311171,פרקים בפיסיקה קלאסית,BGU
20311211,2פיזיקה כללית א,BGU
20311241,פיסיקה 1 לתלמידי רפואה,BGU
20311281,מכניקה קלאסית 1,BGU
20311331,פיזיקה 1,BGU
20311341,מבוא לפיסיקה ד,BGU
20311351,פיזיקה 1 לתקשורת,BGU
20311361,פיסיקה 1 לביוטכנולוגיה וביורפואית,BGU
20311371,פיזיקה 1,BGU
20311391,פיזיקה כללית ג 1,BGU
20311411,"פיזיקה 1 לתעו\""נ",BGU
20311421,פיזיקה 1,BGU
20311431,2פיזיקה כללית ד,BGU
20311451,פיזיקה 2 להנדסת תקשורת,BGU
20311461,פיסיקה 2 לתלמידי ביוטכנולוגיה,BGU
20311471,פיזיקה 2,BGU
20311491,פיזיקה 2,BGU
20311573,פיזיקה 1 - מעבדה,BGU
20311631,מבוא לפיסיקה סביבתית,BGU
20311641,פיסיקה 2ב מתוגבר,BGU
20311711,פיזיקה 2,BGU
20311721,פיזיקה 2,BGU
20312111,3 פיזיקה,BGU
20312121,פיסיקה 3,BGU
20312161,תרמודינמיקה ומכניקה סטטיסטית 1,BGU
20312181,אופטיקה קלאסית ומודרנית,BGU
20312261,תרמודינמיקה ומכניקה סטטיסטית 2,BGU
20312281,מכניקה קלאסית 2,BGU
20312371,תורת החשמל 1,BGU
20312381,אלקטרודינמיקה 1,BGU
20312391,3 פיזיקה,BGU
20312421,פיזיקה 1,BGU
20312431,פיסיקה 3 להנדסת בנין,BGU
20312501,(פיזיקה סטטיסטית (לחומרים,BGU
20312631,אלקטרוניקה 1,BGU
20312641,אלקטרוניקה 2,BGU
20313111,מצב מוצק 1,BGU
20313121,פיזיקה גרעינית 1,BGU
20313141,מכניקה קוונטית 1,BGU
20313163,(פיזיקת הסביבה (מבוא,BGU
20313181,פיזיקה אטומית ומולקולרית,BGU
20313211,מצב מוצק 2,BGU
20313241,תורת הקוונטים 2,BGU
20313281,תורת הקרינה,BGU
20313381,3 תורת החשמל,BGU
20313391,מבוא לפיסיקת הפלסמה,BGU
20313421,מבוא לחלקיקים ושדות,BGU
20324121,3 תורת הקוונטים,BGU
20324131,4 תורת הקונטים,BGU
20324171,(מכניקה סטטיסטית (מוסמכים,BGU
20324181,מבוא ליחסות כללית,BGU
20324221,פיזיקה מתמטית 1,BGU
20324281,פיזיקת הפלסמה,BGU
20324291,פיזיקה מתמטית 2,BGU
20324331,לייזרים ושימושיהם,BGU
20325021,פיזיקה איכותית,BGU
20410011,מבוא לכימיה,BGU
20411101,כימיה אנליטית וכללית - מעבדה,BGU
20411103,כימיה כללית ואנליטית מעבדה א,BGU
20411111,מבוא לכימיה אנליטית א,BGU
20411121,כימיה כללית א,BGU
20411131,כימיה כללית ב לרפואה מעבדתית ורוקחות,BGU
20411133,כימיה כללית ואנליטית מעבדה להנדסה כימית,BGU
20411161,כימיה איאורגנית 1,BGU
20411171,כימיה כללית ואנליטית מעבדה א2,BGU
20411173,כימיה כללית ואנליטית מעבדה א2,BGU
20411531,כימיה כללית ב,BGU
20411543,כימיה כללית מעבדה,BGU
20411571,כימיה בסיסית,BGU
20411583,כימיה בסיסית להנדסה מעבדה,BGU
20411593,כימיה בסיסית-הדגמות,BGU
20411611,כימיה אנליטית ב,BGU
20411621,מבוא לכימיה פיזיקלית 1,BGU
20411721,מבוא לכימיה אורגנית,BGU
20412211,1-כימיה פיסיקאלית א,BGU
20412221,2-כימיה פיסיקאלית א,BGU
20412231,3-כימיה פיסיקאלית א,BGU
20412241,כימיה פיסיקלית-מעבדה א1,BGU
20412243,כימיה פיסיקלית מעבדה א1,BGU
20412252,מבוא לכימיה אורגנית 1,BGU
20412254,מבוא לכימיה אורגנית 2,BGU
20412261,כימיה קוונטית 1,BGU
20412271,כימיה אורגנית א 1,BGU
20412281,2כימיה אורגנית א,BGU
20412291,כימיה אורגנית מעבדה א1,BGU
20412301,שיטות אינסטרומנטליות,BGU
20412312,כימיה של פפטיצים וחומצות אמינות,BGU
20412381,"כימיה אורגנית\"" א 1- לתלמידי כימיה ורוקחות",BGU
20412611,מבוא לכימיה פיזיקלית 2,BGU
20412743,כימיה אורגנית מעבדה ב,BGU
20412751,כימיה אורגנית 1,BGU
20412761,כימיה אורגנית 2,BGU
20412781,הקשר הכימי,BGU
20412881,כימיה פיסיקלית לתלמידי הנדסה כימית וננוטכנולוגיה.,BGU
20413351,כימיה קוונטית 2,BGU
20413361,היבטים נבחרים בכימיה תעשיית,BGU
20413371,כימיה אורגנית פיסיקלית,BGU
20413381,"כימיה אורגנית\"" א 2",BGU
20413391,כימיה אורגנית מעבדה א2,BGU
20413392,מבוא לכרומטוגרפיה,BGU
20413393,כימיה אורגנית מעבדה א2,BGU
20413401,מבוא למכניקה סטטיסטית,BGU
20413411,כימיה איאורגנית 2,BGU
20413421,מבוא לספקטרוסקופיה,BGU
20413481,כימיה איאורגנית 3,BGU
20413511,גופי ביניים פעילים בכימיה א,BGU
20413531,כימיה בסיסית לתלמידי פיסיקה,BGU
20413541,"שיטות דיגום , בקרת איכות וניתוח תוצאות.",BGU
20413551,שיטות אינסטרומנטליות א,BGU
20413573,מעבדה מתקדמת בכימיה אנליטית ב,BGU
20414511,קביעת מבנה בשיטות ספקטרוסקופיות,BGU
20414541,עקרונות כימיה לביוטכנולוגיה א,BGU
20414551,עקרונות כימיה לביוטכנולוגיה ב,BGU
20414560,כימיה אלמנטרית ואנליטית,BGU
20414561,כימיה פיסיקלית למדעי החיים,BGU
20414571,כימיה פיסיקלית לביואינפורמטיקה,BGU
20414660,שומנים וממברנות מבנה ופונקציונליות,BGU
20415042,כימיה אורגנית למדעי החיים ולמדעי הגיאולוגיה והסביבה,BGU
20415043,מבוא לכימיה אנליטית ופיסיקלית - עבור סטודנטים לביולוגיה ופסיכולוגיה.,BGU
20424011,כימיה קוונטית,BGU
20424051,קטליזה ביולוגית כיום וכימיה במאה ה- 21,BGU
20424061,תהודה מגנטית גרעינית,BGU
20424511,קביעת מבנה בשיטות ספקטרוסקו,BGU
20424551,כימיה אורגנו-מתכתית,BGU
20424671,סטריאוכימיה תרכובות,BGU
20424881,(קינטיה מתקדמת (מוסמכים,BGU
20424891,הקשר הכימי והפעילות הכימית,BGU
20425081,ספקטרוסקופית אי.אס.אר. בכימיה,BGU
20425261,קינטיה ומנגנון,BGU
20426401,אלקטרון בכימיה אורגנית,BGU
20511011,ביולוגיה מולקולרית של התא,BGU
20511021,זואולוגיה חסרי חוליות,BGU
20511031,זואולוגיה חוליתנים,BGU
20511051,בוטניקה א,BGU
20511061,בוטניקה ב,BGU
20511071,מיקרוביולוגיה,BGU
20511101,פיזיולוגיה של בעלי חיים א,BGU
20511121,פיזיולוגיה של הצמח,BGU
20511151,ביולוגיה של התא,BGU
20511171,אסימולציה חנקתית,BGU
20511221,מדעי הצמח,BGU
20511223,מדעי הצמח א מעבדה,BGU
20511351,פטריות ומחלות צמחים,BGU
20511361,מבוא למיקרו מחשבים,BGU
20511371,צמחי מרפא,BGU
20511401,בוטניקה כללית,BGU
20511421,המטולוגיה,BGU
20511491,התמרת אנרגיה בתא,BGU
20511511,פיזיולוגיה של בעלי חיים ב,BGU
20511611,יסודות הגנטיקה,BGU
20511621,גנטיקה של חיידקים,BGU
20511661,גנטיקה של אאוקריוטים א,BGU
20511671,מבוא לנוירוביולוגיה,BGU
20511691,ביוכימיה א,BGU
20511701,ביוכימיה ב,BGU
20511801,עקרונות הביוכימיה 1,BGU
20511901,עקרונות הביוכימיה 2,BGU
20511911,טרנספורט דרך ממברנות,BGU
20512011,בקרה מטבולית,BGU
20512021,מיקרוביולוגיה תעשיתית,BGU
20512031,אנדוקרינולוגיה,BGU
20512091,הסתגלות צמח לעקה,BGU
20512111,ניהול בסיס נתונים,BGU
20512141,(עולם הצמחים (גיאבוטניקה,BGU
20512151,אימונולוגיה,BGU
20512271,אקולוגיה של שמירת הטבע,BGU
20512331,טרנספורט דרך ממברנות,BGU
20512341,תעלות יוניות מבנה תפקוד ובקרה,BGU
20513001,היסטולוגיה,BGU
20513021,פאוניסטיקה,BGU
20513041,סיסטמטיקה ואקולוגיה של יונקים,BGU
20513111,אקולוגיה א,BGU
20513171,אבולוציה,BGU
20513211,אקולוגיה ב,BGU
20513451,ביוגיאוגרפיה,BGU
20513491,ביוכימיה של חומצות גרעין,BGU
20513601,וירולוגיה של צמחים,BGU
20513631,אצות,BGU
20513641,פלאובוטניקה ואבולוציה של צמחי יבשה,BGU
20513651,גנטיקה של אאוקריוטים ב,BGU
20513661,היבטים מטבולים בפיסיולוגיה,BGU
20513681,פרקים נבחרים בביולוגיה,BGU
20513721,השפעות ביולוגיות של קרינה,BGU
20513731,uv נזקי קרינת,BGU
20513811,ביוטכנולוגיה של מיקרואצות,BGU
20513821,אקולוקגיה מיקרוביאלית,BGU
20513831,סוציוביולוגיה,BGU
20514021,מבוא לביוכימיה א,BGU
20514031,מבוא לביולוגיה מולקולרית,BGU
20514121,מגן לחלבון,BGU
20515041,החי והצומח במדבר,BGU
20517021,הדברה ביולוגית של מזיקים,BGU
20517051,הנדסה מטבולית בצמחים,BGU
20517061,הורמונים צמחיים,BGU
20517161,תעלות יונים ומחלות,BGU
20519011,התא,BGU
20519041,ביוכימיה א 1,BGU
20519051,ביוכימיה ב 2,BGU
20519111,יסודות הגנטיקה,BGU
20519161,"פיזיולוגיה של בע\""ח",BGU
20519171,ביוכימיה א,BGU
20519181,ביוכימיה ב,BGU
20519401,מבוא לסטטיסטיקה ב\',BGU
20519481,טוקסינים ושימושיהם במחקר,BGU
20519631,אבולוציה בסביבה ימית,BGU
20519811,התא,BGU
20524191,ביוטכנולוגיה-חלבונים ואנזימ,BGU
20524261,ביומטריה,BGU
20524791,הנדסה גנטית,BGU
20524821,ממברנות,BGU
20611031,מבוא למינרולוגיה ופטרוגרפיה,BGU
20611041,גיאולוגיה דינמית,BGU
20611051,קריסטלוגרפיה,BGU
20611121,מבוא לפליאונטולוגיה,BGU
20611123,מבוא לפליאונטולוגיה -מעבדה,BGU
20611571,קריסטלוגרפיה אופטית,BGU
20612031,מבוא לאוקינוגרפיה סביבתית,BGU
20612041,סטרטוגרפיה,BGU
20612071,מבוא לגיאומכניקה,BGU
20612101,פטרולוגיה ופטרוגרפיה מגמתית,BGU
20612131,פליאואקולוגיה,BGU
20612181,מבוא לסדימנטולוגיה,BGU
20612261,גיאולוגיה של ארץ ישראל א,BGU
20612284,סיור רגיונלי 1,BGU
20612301,שיטות אינסטרומנטליות בגיאוכ,BGU
20612311,גיאולוגיה סטרוקטורלית,BGU
20612551,מינרלים יוצרי סלעים,BGU
20612701,כימיה של גבישים,BGU
20613021,מבוא לפטרוגרפיה מטמורפית,BGU
20613041,מבוא לגיאופיסיקה,BGU
20613051,תהליכים פיזיקאליים בפנים כדור-הארץ,BGU
20613091,טקטוניה,BGU
20613161,מבוא לגיאוכימיה 1,BGU
20613191,סביבות סדימנטריות,BGU
20613201,פטרוגרפיה סדימנטרית,BGU
20613261,אוקיאנוגרפיה,BGU
20613381,בעיות זהום מים,BGU
20613391,מבוא לגאולוגיה של מי תהום,BGU
20613431,(טיפול בפסולת (כולל גרעינית,BGU
20613441,תכנון סביבתי,BGU
20613491,מבוא לחישה מרחוק,BGU
20613851,קרקעות,BGU
20613861,X קרני,BGU
20613921,מבוא להדרוגאולוגיה של מי תהום,BGU
20617011,מבוא לגיאולוגיה,BGU
20617021,מבוא לגיאולוגיה ב,BGU
20617031,נדידת יבשות,BGU
20617071,מסע בין כוכבים,BGU
20617081,"קרח ואש ,ומטר של ברזל--תמורות בהיסטוריה של כדור הארץ",BGU
20617121,מבוא לגיאוכימיה של איזוטופים,BGU
20617151,אתיקה סביבתית,BGU
20617171,הנדסת קרקע,BGU
20623861,מנהור בסלע,BGU
20624301,גיאולוגיה סטרוקטורלית למתקדמים,BGU
20624451,נוזלים בפטרולוגיה,BGU
20624771,מבוא לתרמודינמיקה וקינטיקה בתהליכים גיאולוגים,BGU
20625081,תנועת מומסים ומזהמים במי תהום,BGU
20625091,חידושים בישום של איזוטופים להידרולוגיה,BGU
20625191,פליאואקולוגיה,BGU
20625231,סטרטיגרפיה עולמית,BGU
20625291,היבטים סביבתיים של משאבי המים בישראל,BGU
20625301,"מרבצים ומקורות אנרגיה (שו\""ת)",BGU
20625311,הידרוגיאולוגיה של מי תהום,BGU
36012021,כתיבה מדעית,BGU
36012061,"מבוא למחשבת חז\""ל וספרותה",BGU
36111021,מבוא להנדסת חשמל 1,BGU
36111031,מבוא להנדסת חשמל ג 1,BGU
36111051,מבוא להנדסת חשמל ג1 לתקשורת,BGU
36111052,מבוא להנדסת חשמל ג\'2,BGU
36111071,מבוא לפוטואלקטרוניקה,BGU
36112011,מבוא להנדסת חשמל 2,BGU
36112021,מערכות דינמיות,BGU
36112031,מוליכים למחצה,BGU
36112041,התקנים אלקטרוניים מוליכים למחצה,BGU
36112061,לימוד מכונה,BGU
36112081,מבוא להנדסת חשמל ואלק\' א 1,BGU
36112131,מבוא להנדסת חשמל ואלק\' ב 1,BGU
36112151,2מבוא להנדסת חשמל ואלק\' ב,BGU
36112171,מבוא להתקני מוליכים למחצה,BGU
36112181,מבוא להנדסת חשמל למכונות,BGU
36112231,מבוא להתפשטות גלים אלקטרומגנטיים וקרינה,BGU
36112251,מבוא לשיטות חישוביות,BGU
36113011,שדות אלקטרומגנטיים,BGU
36113021,מבוא למעגלים אלקטרוניים סיפרתיים,BGU
36113031,המרת אנרגיה 1,BGU
36113041,מעגלי מיקרוגלים,BGU
36113061,מבוא לתהליכים אקראיים,BGU
36113071,מעגלים אלקטרוניים לינאריים,BGU
36113081,גלים וקרנים,BGU
36113091,תכנון בסיסי של מעגלי RFIC,BGU
36113121,מכשור אלקטרוני,BGU
36113131,מערכות סיפרתיות,BGU
36113141,התקנים אלקטרומגנטיים,BGU
36113151,עקרונות תורת המדידה,BGU
36113161,מבוא לשיטות חישוביות להנדסת תוכנה,BGU
36113171,שיטות חישוביות 1,BGU
36113181,רשתות לא לינאריות ופרמטריות,BGU
36113191,מקורות אור וגלים,BGU
36113201,מבוא למחשבים,BGU
36113221,מבוא לתורת התקשורת,BGU
36113231,מערכות ספרתיות להנדסת חשמל ומחשבים,BGU
36113261,אלקטרוניקה תעשיתית,BGU
36113291,מבוא לאקוסטיקה,BGU
36113301,מבוא למחשבים למדעי המחשב והנדסת תוכנה,BGU
36113321,מבוא לעבוד אותות,BGU
36113351,"פיסיקה מתקדמת של מל\""מ",BGU
36113421,אלקטרוניקה,BGU
36113541,מעגלים מוכללים,BGU
36113581,(מבוא לבקרה (חשמל,BGU
36113591,מערכות סיפרתיות ואריתמטיות,BGU
36113601,מערכות סיפרתיות ומבנה מחשבים,BGU
36113602,מערכות ספרתיות ומבנה מחשבים,BGU
36113611,תכן לוגי,BGU
36113621,מבוא לעיבוד מקבילי,BGU
36113651,גלים ומערכות מפולגות,BGU
36113661,מבוא למעגלים אלקטרוניים אנלוגיים,BGU
36113671,מעגלים אלקטרוניים,BGU
36113681,"פיסיקה של התקני מוליכים למחצה (מל\""מ)",BGU
36113691,מבני נתונים ואלגוריתמים,BGU
36113701,מעגלים משולבים ומבוא ל - VLSI,BGU
36113731,מבוא לעיבוד אותות סטטיסטי,BGU
36113741,עיבוד אותות מולטימדיה,BGU
36113761,מבוא לתורת המידע וקידוד לבקרת שגיאות,BGU
36113781,גלאי הדמאה ב-VLSI,BGU
36113791,יסודות עיבוד אותות סיפרתי במערכות אלקטרוניקת הספק,BGU
36113811,תכנות מונחה עצמים,BGU
36113901,תקשורת אופטית אלחוטית,BGU
36114011,תכנון מערכות שידור-קליטה אלחוטיות,BGU
36114041,מבוא לתכנון vlsi ספרתי,BGU
36114051,מבוא למיקרוגלים,BGU
36114061,תכנון מעגלי תקשורת,BGU
36114081,מודולים בתכנון מערכות אלקטרוניות,BGU
36114091,מבוא להנדסה אלקטרואופטית,BGU
36114110,מבוא לתורת השערוך,BGU
36114111,רכיבים אלקטרוניים פסיביים,BGU
36114151,מערכות הספק 1,BGU
36114161,מערכות הספק 2,BGU
36114181,(מערכות הפעלה (חשמל,BGU
36114191,מבנה מחשבים ספרתיים,BGU
36114201,ארכיטקטורת יחידת עיבוד מרכזית,BGU
36114211,מיתוג מתקדם,BGU
36114231,תיכנות מערכות,BGU
36114271,טכנולוגיה של מוליכים למחצה,BGU
36114281,הנדסת אינפרא אדום,BGU
36114491,התפשטות גלים,BGU
36114501,תקשורת אנלוגית,BGU
36114561,ממירי DC-DC ממותגים,BGU
36114581,הנע חשמלי,BGU
36114591,אנטנות,BGU
36114611,תקשורת סיפרתית,BGU
36114621,התפשטות ופיזור גלים,BGU
36114641,אלקטרוניקה ביורפואית,BGU
36114651,אותות ביו-אלקטריים,BGU
36114701,תקשורת אופטית,BGU
36114721,סינון סיפרתי,BGU
36114731,בקרה לינארית,BGU
36114741,בקרה לא לינארית,BGU
36114751,מבוא לעיבוד ספרתי של תמונות,BGU
36114771,התקני מצב מוצק למיקרוגלים,BGU
36114781,עיבוד סיפרתי של אותות,BGU
36114821,התנהגות דינמית של רכיבים ממוליכים למחצה,BGU
36114831,ניתוח מעגלים ומער\' בעזרת מחשב,BGU
36114841,פיתוח מערכות מיקרו,BGU
36114851,VLSI תיכנון וישום מעגלי,BGU
36114871,שנאים עקרונות ותיכנות,BGU
36114881,בקרת מערכות בדידות לינאריות,BGU
36114911,רשתות תקשורת,BGU
36114931,עקרונות בהנדסת תקשורת,BGU
36114951,מערכות גרפיות,BGU
36114971,תקשורת ספרתית בערוצי רדיו,BGU
36114991,אופטיקת פורייה,BGU
36120726,מבוא לאקוסטיקה,BGU
36125011,עיבוד אותות ספרתי של מידע היפר ספקטרלי,BGU
36125061,התקנים אלקטרוניים מיוחדים,BGU
36125151,עבוד מסתגל של אותות,BGU
