number,name,university
12513961,בעיות נבחרות בשואה,BGU
12513991,רבי - האיש ודורו,BGU
12514021,שורשי הפוליטיקה הישראלית,BGU
12514071,19-קהילות ישראל במאה ה,BGU
12514121,תולדות עם ישראל מהחשמונאים ועד פומפיו,BGU
12514141,יהודי ברית המועצות-המשכיות ותמורות,BGU
12514161,זרמים בארץ ישראל בימי בית שני,BGU
12514181,יוסף בן מתתיהו,BGU
12514381,מדינת ישראל מבוא היסטורי,BGU
12514421,עליות לארץ ישראל,BGU
12514461,חסידות אשכנז,BGU
12514501,הדרך המדינית לעצמאות,BGU
12514511,תולדות עם ישראל בתקופת המשנה והתלמוד,BGU
12514531,גזרות השמד,BGU
12514571,תולדות הנגידים במצרים ב,BGU
12514781,ימין ושמאל בארץ,BGU
12514791,ימין ושמאל בארץ,BGU
12514801,זרמים בתולדות עם ישראל,BGU
12514811,חרדים ורפורמים,BGU
12514831,עושים מדינה,BGU
12514931,תולדות היהודים בפולין,BGU
12515051,שואה,BGU
12515071,נשים בירושלים וברומא,BGU
12515081,שנאת ישראל בימה\'ב,BGU
12515141,צבא וחברה בישראל,BGU
12515151,צבא וחברה,BGU
12515171,יהדות מצרים,BGU
12515191,היהודים בספרות העולם הקלאסי,BGU
12515251,תולדות היהודים בספרד,BGU
12515281,תרבות יהודית בארצות ערב,BGU
12515301,הקראים,BGU
12515561,זכויות היהודים,BGU
12515611,הורדוס המלך האיש ותקופתו,BGU
12516001,"בשולי החברה: קבצנים, יתומים, גנבים ונערות במצוקה בחברה היהודית",BGU
12590273,"החברה החרדית - שורשים, אידיאות ותרבות",BGU
12610013,יסודות המחשבה המדינית בפילוסופיה היוונית והערבית,BGU
12610026,העידן הקבלי החדש - א,BGU
12610031,דתיים וחילוניים: השיח ההלכתי,BGU
12610032,"התנועה החסידית בעיני החסידים, המתנגדים והמשכילים",BGU
12610042,הסיפור החסידי בלבוש חדש: סופרים מודרניים כותבים על חסידים,BGU
12610053,פרשנות התורה בעת החדשה,BGU
12610055,בן משפט לבין מוסר- סוגיות הלכתיות - א,BGU
12610060,תלמוד-מסכת פסחים,BGU
12610063,"מדרשי חז\""ל על סיפורי התורה: ישראל על הים",BGU
12610065,בן משפט לבין מוסר- סוגיות הלכתיות - ב,BGU
12610087,"בן סורר ומורה- דילמה חינוכית ומשפטית בספרות חז\""ל - א",BGU
12610094,המחשבה המדינית היהודית בראשית העת החדשה,BGU
12610101,מבוא למחשבת ישראל,BGU
12610263,מחוץ לגבולות האורתודוכסיה: זרמים ואסכולות - ב\',BGU
12611011,"מבוא למחשבת חז\""ל וספרותה - א",BGU
12611051,מבוא לפילוסופיה יהודית,BGU
12611141,מבוא לפילוסופיה יהודית בעת החדשה,BGU
12611201,רמב\'ם איש ההלכה וההגות,BGU
12611261,מבוא לקבלה - א\',BGU
12611271,ספר הזוהר,BGU
12611381,הלכה ופילוסופיה - הלכות תשובה,BGU
12611441,המחשבה היהודית המדינית בימי-הביניים - א,BGU
12611461,ספר הכוזרי,BGU
12611561,פולמוס יהודי נוצרי,BGU
12611571,פולמוס יהודי-נוצרי,BGU
12611581,מבוא לקבלה,BGU
12611651,מבוא למחשבה יהודית בעת החדשה ב,BGU
12611671,אתגרים בהגות יהודית המודרנית: תגובות לשואה ולתקומת מדינת ישראל,BGU
12611721,מבוא למחשבת האגדה,BGU
12611771,"מבוא לפילוסופיה יהודית בימה\""ב א",BGU
12612221,אדם וחוה במדרש,BGU
12612231,הרפואה המודרנית וההלכה,BGU
12612491,פרשנות פילוסופית למקרא,BGU
12612591,תגובות לשואה,BGU
12612601,תגובות רעיוניות לתקומת מדינת ישראל,BGU
12612661,רעיון הגאולה בספרות התנאית,BGU
12612741,מתי יבוא המשיח,BGU
12612921,הרעיון המשיחי,BGU
12613011,הרעיון המדיני ביהדות א,BGU
12613021,הרעיון המדיני ביהדות ב,BGU
12613271,תלמוד,BGU
12613281,תלמוד - חלק ב,BGU
12613301,האישה כחומר והאלוהות באישה,BGU
12613621,קין והבל במדרש,BGU
12613631,"עקדת יצחק במדרשי חז\""ל",BGU
12613681,"הרמב\""ם והפולמוס",BGU
12613691,"הרמב\""ם והפולמוס",BGU
12613701,בעיית בריאת העולם,BGU
12613731,ספר הזוהר ב,BGU
12613801,הגותן של הרב סולובייציק,BGU
12613811,תגובות לשואה,BGU
12613851,מות משה במדרשי חזל,BGU
12613941,המחשבה היהודית הלאומית,BGU
12614101,דת ומדינה,BGU
12614121,תגובות תאולוגיות,BGU
12614131,"אדם וחוה במדרשי חז\""ל",BGU
12614201,מוסר ומשפט,BGU
12614281,השפעתו של ניטשה על ההגות היהודית,BGU
12614361,הרעיון המשיחי במחשבת ישראל,BGU
12620031,ספרות הזוהר - א\',BGU
12620041,ספרות הזוהר - ב,BGU
12620044,הלכה רפואה ואתיקה: סוגיות בהלכה במאה העשרים - ב,BGU
12620052,"מדרשי חז\""ל על סיפורי התורה: קין והבל ויציאת מצרים - א",BGU
12620062,"מדרשי חז\""ל על סיפורי התורה: קין והבל ויציאת מצרים - ב",BGU
12620065,עיונים בספר חסידים - ב,BGU
12620105,"אגדת חז\""ל בראי מפרשיה - ב",BGU
12620113,גרים וגרות בהלכה - א,BGU
12620136,אגדה ומדרש בספר הזוהר - ב,BGU
12625321,מכינה בתלמוד חלק ב\',BGU
12625401,תלמוד למתקדמים,BGU
12625411,תלמוד למתקדמים,BGU
12626061,קריאה בספר הזוהר - ב,BGU
12626181,הספרות התלמודית והמדרשית - מהותה ותולדותיה - ב,BGU
12626191,מחשבת היהדות לדורותיה א,BGU
12710012,היסטוריה אינטלקטואלית של אירופה בשלהי ימי הביניים,BGU
12710013,ליוויוס- היסטוריוגרף רפובליקני,BGU
12710014,קונסטנטינוס הגדול,BGU
12710019,אפריקה בתקופה הקולוניאלית,BGU
12710023,פוליביוס - יווני ברומא,BGU
12710035,התנועה הצלבנית : היבטים רעיוניים וחברתיים,BGU
12710045,ממלכת ירושלים הפרנקית,BGU
12710060,הציוויליזציה היוונית - ב,BGU
12710064,הנזורה המערבית ב\' - מסיטו לישועים,BGU
12710065,הפולמוס הנוצרי יהודי בימי הביניים,BGU
12710072,מ דרמטורגים לגלדיאטורים: הצגות ותחרויות ביוון וברומא,BGU
12710082,אורטודוקסיה ומינות במאה ה-13,BGU
12710092,ספרד: מרומא ועד הרקונקוויסטה,BGU
12710094,"אנגליה ו\""הבעיה האירית\"" / אירלנד ו\""הבעיה האנגלית\"", 1798-1998",BGU
12710096,יוונית למתקדמים - ב,BGU
12710114,אנגליה והבעיה האירית 1978-1998 - ב,BGU
12710171,הפרנציסקנים - המאה הראשונה,BGU
12710211,היסטוריה של גרמניה הנאצית,BGU
12710221,השואה: גישות ועמדות,BGU
12711081,מבוא לימי הביניים - א,BGU
12711082,תרגיל במבוא לימי הביניים - א,BGU
12711091,מבוא לימי הביניים,BGU
12711151,קריאת מקורות בעת החדשה,BGU
12711221,מבוא לעת העתיקה יוון א,BGU
12711341,מבוא לימי הביניים א,BGU
12711391,16-18 מבוא לעת החדשה מאות,BGU
12711401,משטר וחברה בגרמניה הנאצית,BGU
12711501,בין מהפכה לפרסטרויקה,BGU
12711511,מבוא למזרח התיכון,BGU
12711571,מבוא לעת העתיקה רומי ב,BGU
12711621,לבנון,BGU
12711681,שמרנות ומהפכה באנגליה,BGU
12711701,מבוא לימי הביניים ב,BGU
12711751,1789-1989 מבוא לחב\' פול\' ותרבות ארופה,BGU
12711791,מבוא למזרח התיכון,BGU
12711841,מבוא לעת העתיקה - יוון,BGU
12711961,מבוא לעת העתיקה,BGU
12712124,הלאומיות הגרמנית,BGU
12712131,סטליניזם,BGU
12712171,ארצות הברית ממלחמת האזרחים,BGU
12712291,היסטוריה צבאית,BGU
12712301,היסטוריה צבאית ועקרונות יסוד,BGU
12712311,המשטר הצארי ערב קריסתו,BGU
12712331,"יחסים בינלאומיים בהיבט המזה\""ת",BGU
12712401,הרפובליקה השניה ומלחמת האזרחים ספרד,BGU
12712511,מרים הבתולה ומרים הזונה,BGU
12712701,תרבות עילית ותרבות עממית,BGU
12712771,"(האלהה ואפליה (מעמד האישה בימה\""ב",BGU
12712831,היסטוריה צרפתית,BGU
12712841,"היסטוריה של ארה\""ב",BGU
12712851,ארצות הברית ממלחמת האזרחים,BGU
12712861,"צרפת במאה הי\""ט",BGU
12712921,ערב הסעודית גורם הנפט א,BGU
12712931,ערב הסעודית - פרוסמינר,BGU
12713051,17-אנגליה במאה ה,BGU
12713151,גרמניה הנאצית והשואה,BGU
12713161,הרפובליקה השלישית בצרפת,BGU
12713171,שלהי המאה ה-19 במערב אירופה א,BGU
12713201,המזרח התיכון בין המעצמות,BGU
12713211,המזרח התיכון והמערב : חדירה והשפעה,BGU
12713231,היסטוריונים מוסלמים על ההסטוריה האיסל,BGU
12713271,שורשי המלחמה הקרה,BGU
12713291,קריאת מקורות בעת העתיקה,BGU
12713301,הרפובליקה הרומית,BGU
12713321,קריאת מקורות,BGU
12713361,מבוא למזרח התיכון,BGU
12713401,המזרח התיכון והמערכת הבינלאומית ב,BGU
12713461,נוער ונעורים באירופה בעת החדשה,BGU
12713551,מלחמות אזרחים ברומא,BGU
12713601,מבוא לתולדות האימפריה העותומאנית,BGU
12713771,שלהי המאה ה-19 במערב אירופה ב,BGU
12713831, חיי היום-יום ביוון ורומא,BGU
12713841,מבוא לאומנות היוונית,BGU
12713911,האם לנשים היה רנסאנס,BGU
12713921,דת וכישוף באנגליה,BGU
12714001,דת ביוון העתיקה,BGU
12714011,דת ופולחן ביוון,BGU
12714031,נשים בתרבות המערב,BGU
12714201,תולדות הסיכסוך הערבי ישראלי,BGU
12714281,יוונית למתחילים - א,BGU
12714291,יוונית למתחילים - ב,BGU
12716091,1789-1989 מבוא לחב\' פול\' ותרבות ארופה,BGU
12725381,"ספרד,הרפובליקה השניה ומלחמת האזרחים",BGU
12725491,משטרו של פרנקו,BGU
12725671,20-ספרד במאה ה,BGU
12810023,כימיה לגאוגרפים,BGU
12810024,קלימטולוגיה של איכות הסביבה,BGU
12810052,מרחבים מטרופוליניים בישראל,BGU
12810060,מבוא לשמירת טבע,BGU
12810068,זיהום אוויר,BGU
12810085,ניהול ותכנון אגני ניקוז,BGU
12810095,מבוא לחישה מרחוק,BGU
12810135,מתמטיקה לגיאוגרפים,BGU
12810140,"מעבדה בשיטות ממ\""ג",BGU
12810211,שיטות מעבדה לאםיונים כימיים של קרקעות,BGU
12810231,יחסים אתניים במרחב היהודי,BGU
12810321,הגיאוגרפיה של מאבקים אתניים,BGU
12811011,מטאורולוגיה וקלימטוגרפיה,BGU
12811021,גאוגרפיה כמותית א,BGU
12811031,דינמיקה של חלקיקי אבק,BGU
12811041,גאוגרפיה של אוכלוסין,BGU
12811051,מבוא לגיאומורפולוגיה,BGU
12811061,מבוא לגיאוגרפיה ישובית,BGU
12811071,ביבליאוגרפיה,BGU
12811081,מבוא לכרטוגרפיה,BGU
12811091,תצלומי אויר,BGU
12811101,מבוא למטאורולוגיה וקלימטולוגיה,BGU
12811111,מבוא לגאוגרפיה כלכלית,BGU
12811121,אקלים ארץ ישראל,BGU
12811141,מניפות סחף,BGU
12811191,גיאומורפולוגיה פלנטרית,BGU
12811201,צירקולציה חופית,BGU
12811241,גאוגרפיה כמותית למתקדמים,BGU
12811261,מבוא להדרולוגיה,BGU
12811281,פילוסופיה של הגאוגרפיה,BGU
12811351,"גאוגרפיה פיזית של א\""י א",BGU
12811411,גאוגרפיה של תחבורה,BGU
12811421,גאוגרפיה של התעשיות,BGU
12811561,מבוא לשימור היסטורי,BGU
12811651,"גאוגרפיה פיזית של ארה\""ב",BGU
12811681,תהליכי מדבור,BGU
12811691,גאוגרפיה כמותית,BGU
12811761,מטאורולוגיה סינופטית,BGU
12811771,גאוגרפיה של המזרח התיכון,BGU
12811841,בעיות פיקוח ותכנון בשלטון,BGU
12811891,"גאוגרפיה אנושית של א\""י ב",BGU
12811941,גאוגרפיה פוליטית,BGU
12812001,מבוא לגיאוגרפיה פוליטית,BGU
12812071,תעוש אזורים כפריים,BGU
12812181,בעיות פיתוח מידבריות,BGU
12812191,ניאוטקטוניקה,BGU
12812201,גיאומורפולוגיה נחלית,BGU
12812271,שינוי אקלים,BGU
12812281,גאוגרפיה של נופש ותירות,BGU
12812321,תמורות בנוף הנוודי,BGU
12812331,הידרולוגיה של מי על,BGU
12812421,ארגון פוליטי,BGU
12812431,גאוגרפיה כפרית,BGU
12812541,גאוגרפיה של הכפר בישראל,BGU
12812561,spss & fortran הכרת המחשב,BGU
12812571,מבוא לאקולוגיה,BGU
12812581,תאור קרקעות,BGU
12812611,גאוגרפיה הסטורית בתהליך ההתישבות בנגב,BGU
12812631,איכות הסביבה בישראל ובעולם,BGU
12812651,חקלאות מי נגר - עבר ועתיד,BGU
12812661,אדם ומדבר,BGU
12812681,תמורות ביישוב הכפרי,BGU
12812691,גאוגרפיה של העולם השלישי,BGU
12812731,גאוגרפיה של התעופה,BGU
12812741,תאוריות וגישות,BGU
12812751,גאוגרפיה היסטורית-ישובית,BGU
12812771,בעיות באקולוגיה מידברית,BGU
12812781,עיצוב נוף ההתישבות בנגב,BGU
12812801,תכנון עיר ואזור: התפתחות היסטורית ותיאורטית,BGU
12812811,גאוגרפיה של בחירות,BGU
12812821,תפרוסת ההתיישבות 2,BGU
12812851,מבוא לאיכות הסביבה,BGU
12812871,ניהול משאבי נוף,BGU
12812941,איסוף וטיפול בפסולת מוצקה,BGU
12813021,20-מבוא לאדריכלות המאה ה,BGU
12813031,גאוגרפיה דתית,BGU
12813061,שינוי אקלים וחברה,BGU
12813071,מבוא לטיפול במפגעי רעש,BGU
12813101,דינמיקה של חלקיקי אבק,BGU
12813111,דיני איכות הסביבה בישראל,BGU
12813131,היבטים כלכליים באיכות,BGU
12813151,ניהול שטחים פתוחים,BGU
12820032,סוגיות תיאורטיות בתכנון מרחבי,BGU
12822211,תהליכים בהתפתחות מטרופולינים,BGU
12825091,דינמיקה של נחלים,BGU
12825121,מתודולוגיה של תכנון תואם אקלים וסביבה,BGU
12825171,גיאומורפולוגיה חופית,BGU
12825481,תורת הקרקע,BGU
12825491,מבוא למדע הקרקע,BGU
12825501,גיאומורפולוגיה איאולית,BGU
12825621,whatvere,BGU
12825641,יישומי חוק התכנון והבניה,BGU
12825651,אקלים ותיכנון,BGU
12825691,מבוא לחישה מרחוק,BGU
12825701,מערכות מידע גיאוגרפיות,BGU
12825861,מבוא למיקרו אקלים,BGU
12825871,סוגיות בתכנון חברתי,BGU
12825881,סקרים מרחביים וניתוחם,BGU
12825911,זיהום אויר,BGU
12825951,אי שיוויון מרחבי,BGU
12825961,הגירה ופיתוח אזורי,BGU
12825981,השיכון הציבורי בארץ,BGU
12825991,יישומי מטאורולוגיה לתכנון סביבתי,BGU
12826061,שימוש בעוקבים סביבתיים,BGU
12826081,משאבי המים של ישראל,BGU
12826091,טכנולוגיות ביולוגיות לטיפולי סביבה,BGU
12910013,יסודות תיאורטיים של מנהל החינוך - א,BGU
12910023,יסודות תיאורטיים של מנהל החינוך - ב,BGU
12910084,זכויות הילד: בחינה חברתית - ב,BGU
12910531,שיויון הזדמנויות בחינוך,BGU
12910541,שיויון הזדמנויות בחינוך,BGU
12910681,פסיכולוגיה של הלמידה,BGU
12910691,פסיכולוגיה של הלמידה,BGU
12910871,מבנה החברה בישראל,BGU
12910951,חשיבה מחקרית ביקורתית,BGU
12911011,המעשה החינוכי היבטים דיסיפלינארים - א,BGU
12911021,מבוא לסטטיסטיקה א,BGU
12911031,מבוא לפסיכולוגיה,BGU
12911151,תקשורת,BGU
12911201,היהודים במצרים,BGU
12911271,"תפקידי המינים בביה\""ס",BGU
12911311,סטטיסטיקה ב,BGU
12911501,יחס המסייע,BGU
12911581,התנהגות סוטה,BGU
12911671,מערכי מחקר ניסויים,BGU
12911681,שיטות איכותיות,BGU
12911711,המעשה החינוכי היבטים דיסיפלינארים - ב,BGU
12911721,מבוא לסטטיסטיקה ב,BGU
12911881,סוגיות משפטיות בחינוך ב,BGU
12911921,מבוא לפסיכולוגיה חינוכית,BGU
12911951,התנהגות סוטה,BGU
12911961,פסיכולוגיה של האישיות א,BGU
12912061,"מוסר, פוסט מודרניזם וחינוך - א",BGU
12912081,תאוריות אירגוניות,BGU
12912091,תקשורת ב,BGU
12912151,תקשורת,BGU
12912221,פסיכולוגיה התפתחותית,BGU
12912311,דרכי הוראה ושיקום של תלמידים,BGU
12912331,טכנולוגיה וחינוך,BGU
12912341,סוציולוגיה של החינוך,BGU
12912361,שינויים וחידושים בבית-הספר,BGU
12912371,יסודות הסוציולוגיה,BGU
12912381,יסודות הסוציולוגיה,BGU
12912881,מבוא למחקר חינוכי א,BGU
12912891,מבוא למחקר חינוכי ב,BGU
12913201,ריבוד חברתי וחינוך,BGU
12913361,מבוא לפסיכולוגיה קוגנטיבית,BGU
12913371,קוגניציה בחינוך - ב,BGU
12913411,תאוריות אירגוניות ומינהליות,BGU
12913421,סוגיות משפטיות בחינוך א,BGU
12913451,סוציאליזציה פוליטית,BGU
12913481,פסיכולוגיה של האישיות ב,BGU
12913731,מבנה מערכת החינוך הערבית בישראל,BGU
12913791,מנהיגות,BGU
12913801,אוטונומיה בחינוך,BGU
12914091,ביזור ומירכוז במערכות חינוך,BGU
12914121,הגירה ומדיניות הגירה,BGU
12914141,"תפקידי המנהל בביה\""ס",BGU
12914351,סוציאליזציה פוליטית,BGU
12914371,מדידת הישגים,BGU
12914381,שילוב מערכות אבחון,BGU
12914581,פילוסופיה של המדע,BGU
12914641,דפוסי ניהול הוראה והישגים,BGU
12914691,פיגור שכלי ואינטליגנציה,BGU
12916061,"הגורמים בעיצוב בי\""ס",BGU
12916071,גישות ושיטות בארגון,BGU
12916131,מבנים ארגוניים,BGU
12921081,סוגיות במדיניות החינוך בישראל,BGU
12921151,בעיות נבחרות בהוראה - א\',BGU
12922171,פסיכולוגיה של קריאה,BGU
12922281,נושאים נבחרים בלמידה,BGU
12923071,חינוך משווה,BGU
12923551,פסיכולוגיה חברתית ויצוגים חברתיים,BGU
12923711,שיטות מחקר למוסמכים,BGU
12924961,חינוך משווה ב,BGU
12929331,מבוא לכלכלה ללא כלכלנים,BGU
12929341,מבוא לכלכלה ללא כלכלנים,BGU
13010040,סדנה להוראה אזרחות - א,BGU
13010064,המורה והמערכת הבית ספרית,BGU
13011021,תרומת מדעי ההתנהגות,BGU
13011271,סמינר דידקטי בהוראת מתמטיקה,BGU
13011301,סמינר דידקטי אנגלית,BGU
13011321,משטרים במזרח התיכון במאה העשרים,BGU
13011371,סמינר דידקטי,BGU
13011381,סמינר דידקטי,BGU
13011391,סמינר דידקטי במקרא,BGU
13011401,סמינר דידקטי במקרא,BGU
13011451,תרומת מדעי ההתנהגות,BGU
13011751,חינוך לחיי דמוקרטיה,BGU
13011761,חינוך לחיי דמוקרטיה,BGU
13011771,יחס המסייע,BGU
13011781,היחס המסייע,BGU
13011811,הערכה ומדידה,BGU
13011891,פרקים בתורת ההוראה,BGU
13012211,סוציולוגיה של החינוך,BGU
13012261,זיכרון ולמידה,BGU
13012281,הוראת הבנת הנקרא,BGU
13012311,למידה א,BGU
13012551,למידה ב,BGU
13012771,הערכה ומדידה,BGU
13012791,בית ספר וקהילה,BGU
13012821,אתגרים במציאות משתנה,BGU
13012831,אתגרים במציאות משתנה,BGU
13110037,הפילוסופיה האנליטית מראשית - א,BGU
13110053,אתיקה ניקומאכית,BGU
13110054,סוגיות בפילוסופיה של הזמן,BGU
13110056,תורת ההכרה: האתיקה של האמנה,BGU
13110061,תפיסה חושית והעולם החיצוני,BGU
13110062,הפילוסופיה והמיסטיקה - א,BGU
13110067,הסובייקט היוצר: מחשבת הודו וטיבט,BGU
13110072,הפילוסופיה והמיסטיקה - ב,BGU
13110076,עיקרי הפילוסופיה הבודהיסטית,BGU
13110086,לוגיקות מודליות ומטפיסיקה של עולמות אפשריים,BGU
13110091,מזינון ועד גידל,BGU
13110121,מבוא לאתיקה,BGU
13110152,תיאולוגיה פמיניסטית,BGU
13110162,תורת ההכרה: מור ווטגנשטיין,BGU
13110201,20-פילוסופיה של המאה ה,BGU
13110211,פילוסופיה אנליטית,BGU
13111011,מבוא לפילוסופיה א,BGU
13111021,מבוא ללוגיקה,BGU
13111031,מבוא לפילוסופיה יוונית א,BGU
13111061,מבוא לפילוסופיה חדשה,BGU
13111071,פילוסופיה חדשה : דקארט ושפינוזה,BGU
13111091,פילוסופיה של המוסר,BGU
13111101,פילוסופיה של המדע,BGU
13111121,מבוא לתורת ההכרה,BGU
13111181,20-פילוסופיה של המאה ה,BGU
13111251,פילוסופיה פוליטית בעת העתיקה,BGU
13111261,פילוסופיה פוליטית מודרנית ב,BGU
13111291,מבוא לפילוסופיה של הדת,BGU
13111301,מבוא לפילוסופיה של מדעי החברה,BGU
13111411,מבוא ללוגיקה,BGU
13111421,מבוא לפילוסופיה יוונית ב,BGU
13111431,מבוא לתורת ההכרה,BGU
13111441,פילוסופיה של המדע ב,BGU
13111471,אסתטיקה ב,BGU
13111501,מבוא לפילוסופיה ב,BGU
13111811,מבוא לפילוסופיה של הדת ב,BGU
13111951,אחריות ועונש,BGU
13111971,פילוסופיה של האנתרופולוגיה,BGU
13111991,חברה ומשפט,BGU
13112021,פילוסופיה של הלשון,BGU
13112091,יחסי גומלין בין משפט למוסר,BGU
13112451,אורחות חיים ויצירה,BGU
13112681,אחריות מוסרית ואחריות פלילית,BGU
13112701,חוק חברה ומוסר,BGU
13112711,חוק חברה ומוסר,BGU
13112741,משמעות החיים,BGU
13112751,אתיקה ופעולה,BGU
13112761,חרות ודטרמיניזם,BGU
13112771,אתיקה רפואית,BGU
13112781,משמעות השואה,BGU
13112861,מלחמה צודקת,BGU
13112911,אתיקה עיסקית ופרופסיונלית,BGU
13112921,קווין,BGU
13112931,סמכות חוקה פוליטית וסרוב אזרחי,BGU
13112941,אחריות דטרמיניזם וחופש רצון,BGU
13113011,גבולות הציות לחוק,BGU
13113021,גבול הציות,BGU
13113051,בעיות בפילוסופיה של המשפט,BGU
13113061,פילוסופיה של המשפט,BGU
13113211,פילוסופיה של הדת,BGU
13113231,פילוסופיה חברתית של מיל,BGU
13113241,דת ואקזיסטנציאליזם,BGU
13113351,חרות מול שיוויון,BGU
13113371,חשיבה ביקורתית,BGU
13113441,פרדוקסים- א,BGU
13113442,פרדוקסים- ב,BGU
13113501,מבוא לאקזיסטנציאליזם,BGU
13113511,מושג האדם אצל,BGU
13113631,דיויד יום: על הדת הטבעית,BGU
13113661,מבוא לתורת המוסר: מאפלטון עד קאנט,BGU
13114041,מבוא לתורת ההכרה,BGU
13114051,תורת ההכרה,BGU
13114111,יסודות המשפט,BGU
13114121,חוק ומוסר,BGU
13114141,מבוא לפילוסופיה של הדת,BGU
13114151,מבוא לפילוסופיה של הדת - אתיאזם - ב,BGU
13114211,ביקורת התבונה הטהורה,BGU
13114221,תאוריות ובעיות,BGU
13114471,חירות הפרט וסמכות המדינה בפיל\' של ג.ס,BGU
13125341,תאולוגיה פמיניסטית,BGU
13125501,פילוסופיה של הדת חלק ב,BGU
13125581,האפיסטמולוגיה של הדת,BGU
13125591,האפיסטמולוגיה של החוויה הדתית - ב\',BGU
13125821,רורטי ומבקריו - א,BGU
13210060,עלילה ותבנית בסיפורת,BGU
13211011,שורשי המסורת הספרותית,BGU
13211051,לשון שנה א חלק א,BGU
13211061,מבוא לספרות - חלק ב,BGU
13211071,מבנה הלשון האנגלית,BGU
13211081,לשון שנה ב חלק א,BGU
13211201,תולדות ישראל הצפונית,BGU
13211301,מבוא לדרמה,BGU
13211321,היסטוריה של הלשון האנגלית א,BGU
13211391,סקירת הספרות האמריקאית,BGU
13211411,מבוא לבלשנות א,BGU
13211461, סמנטיקה,BGU
13211471,מבוא לבלשנות ב,BGU
13211501,שירה רומנטית,BGU
13211731,מבוא לדרמה,BGU
13211741,לשון א,BGU
13211801,לשון שנה ב חלק ב,BGU
13211811,פונטיקה ופונולוגיה א,BGU
13211921,פונטיקה ופונולוגיה ב,BGU
13212091,תחביר ומורפולוגיה,BGU
13212101,תחביר ומורפולוגיה,BGU
13212121,מבנה הלשון האנגלית ב,BGU
13212201,סוציולינגויסטיקה,BGU
13212241,פילוסופיה של הלשון,BGU
13212341,היסטוריה של הלשון האנגלית ב,BGU
13212351,סקירה ספרותית א,BGU
13212361,סקירה ספרותית ב,BGU
13212561,פרגמטיקה,BGU
13212731,(סוריאליזם (מבוא,BGU
13212751,מבוא לסמנטיקה,BGU
13212831,"ה\""אני\"" בספרות האמריקאית",BGU
13212881,סמנטיקה של תחשיב פרדיקטים,BGU
13212981,שירה אמריקאית בת זמננו,BGU
13212991,שירה אנגלית,BGU
13213201,מערכת הפועל האנגלי,BGU
13213211,הפועל באנגלית,BGU
13213241,תורת התטה,BGU
13213371,רכישת שפת אם,BGU
13213411,בעיות במורפולוגיה אנגלית,BGU
13213421,בעיות במורפולוגיה,BGU
13213571,בלשנות מיושמת ב,BGU
13213711,מבנה אירגונים,BGU
13213751,בלשנות מיושמת,BGU
13213961,בלשנות מיושמת,BGU
13214021,ריאליזם ונטורליזם באמריקה,BGU
13220042,400 N: קוד או קונצפט,BGU
13311331,היסטוריה של הלשון הצרפתית,BGU
13311531,מבנה הלשון הצרפתית,BGU
13311741,מבנה הלשון הצרפתית,BGU
13311751,לשון שנה א חלק א,BGU
13311771,מורפולוגיה ותחביר,BGU
13410094,אמנות מודרנית - א,BGU
13410097,אמנות מודרנית - ב,BGU
13410114,"סקירת תולדות האמנות, המאות 15-18 - א",BGU
13410115,"אמנות, במאות 15-18 - ב",BGU
13410144,קדושים וחוטאים באמנות הבארוק - א,BGU
13510013,הציירים הראשונים - אמנות תקופת הקרח באירופה,BGU
13510015,מגדר וחברה במצרים העתיקה,BGU
13510016,מטבעות ארץ- ישראל עד סוף התקופה הביזנטית,BGU
13510035,מטבעות הערים בארץ- ישראל בתקופה הרומית,BGU
13510041,ארכיאולוגיה של השדה - א,BGU
13510045,ארכיאולוגיה של חיות-תולדות הקשר בין האדם לעולם החי,BGU
13510050,כלכלה באגן הים התיכון המזרחי בתקופה הביזנטית,BGU
13510052,הארכיאולוגיה של טורקיה בתקופת הברונזה והברזל,BGU
13510053,ירדן הקדומה - תרבות ואמנות,BGU
13510056,תולדות התפתחות התפיסה השימורית של אתרים ארכיאולוגיים,BGU
13510084,מרד בר כוכבא היבטים היסטוריים וארכיאולוגיים,BGU
13510095,הארכיאולוגיה של צפון ארץ-ישראל בתקופת המלוכה,BGU
13511011,מבוא כללי לפרהיסטוריה,BGU
13511021,"מבוא כללי לפרהיסטוריה של א\""י",BGU
13511041,ראשית הציביליזציה,BGU
13511071,קרמיקה קדומה מתקופת הברונזה התיכונה,BGU
13511181,מצרית למתקדמים,BGU
13511191,אכדית למתחילים,BGU
13511241,אכדית למתחילים ב,BGU
13511251,"גאוגרפיה היסטורית של א\""י",BGU
13511321,התרבות הנבטית בנגב,BGU
13511361,טכנולוגיה וטיפולוגיה של כלי צור,BGU
13511371,אומנות פרהיסטורית,BGU
13511401,"מבוא לארכיאולוגיה של א\""י א",BGU
13511411,"מבוא לארכיאולוגיה של א\""י ב",BGU
13511431,"קרמיקה קדומה של א\""י",BGU
13511451,מבוא לתרבות ואמנות אגאית (יוון) בתק\' הברונזה,BGU
13511471,מבוא לארכיאולוגיה של יוון ורומא,BGU
13511481,מבוא לארכיאולוגיה של יוון ורומא,BGU
13511531,חיי יום יום ביוון וברומא,BGU
13511621,צבא נשק וביצורים בעולם הרומי,BGU
13511691,מצרית למתחילים,BGU
13511721,החברות החקלאיות הראשונות בארץ ישראל ובלבנט,BGU
